name,playerID,gameID,season,week,team,teamID,opponent,opponentID,fieldGoalsMade1_19-fieldGoalAttempts1_19,fieldGoalsMade20_29-fieldGoalAttempts20_29,fieldGoalsMade30_39-fieldGoalAttempts30_39,fieldGoalsMade40_49-fieldGoalAttempts40_49,fieldGoalsMade50-fieldGoalAttempts50,longFieldGoalMade,fieldGoalPct,fieldGoalsMade-fieldGoalAttempts,fieldGoalsMadeYardsAverage,extraPointsMade-extraPointAttempts,totalKickingPoints
Austin Seibert,3821683,401326400,2021,5,DET,8,MIN,16,0-0,0-0,1-1,1-1,1-1,52,100.0,3-3,44,0-0,9
Austin Seibert,3821683,401326414,2021,6,DET,8,CIN,4,0-0,0-0,1-1,0-0,0-0,35,100.0,1-1,35,0-0,3
Austin Seibert,3821683,401326317,2021,1,DET,8,SF,25,0-0,0-0,0-0,1-1,0-1,49,50.0,1-2,49,2-2,5
Austin Seibert,3821683,401326362,2021,2,DET,8,GB,9,0-0,0-0,0-0,1-1,0-0,43,100.0,1-1,43,2-2,5
Austin Seibert,3821683,401326441,2021,8,DET,8,PHI,21,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,0-0,0
Austin Seibert,3821683,401326430,2021,7,DET,8,LAR,14,0-0,0-0,2-2,2-2,0-0,47,100.0,4-4,39,1-1,13
Austin Seibert,3821683,401220147,2020,1,CLE,5,BAL,33,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,0-1,0
Austin Seibert,3821683,401220159,2020,14,CIN,4,DAL,6,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-1,1
Austin Seibert,3821683,401220182,2020,16,CIN,4,HOU,34,0-0,0-0,2-2,1-2,0-0,48,75.0,3-4,40,4-4,13
Austin Seibert,3821683,401220154,2020,17,CIN,4,BAL,33,0-0,0-0,1-1,0-0,0-0,38,100.0,1-1,38,0-0,3
Austin Seibert,3821683,401220156,2020,15,CIN,4,PIT,23,0-0,0-0,2-2,0-0,0-1,34,67.0,2-3,34,3-3,9
Austin Seibert,3821683,401128094,2019,15,CLE,5,ARI,22,0-0,0-0,0-0,1-2,0-0,44,50.0,1-2,44,3-3,6
Austin Seibert,3821683,401128062,2019,5,CLE,5,SF,25,0-0,0-0,1-1,0-0,0-0,30,100.0,1-1,30,0-0,3
Austin Seibert,3821683,401128044,2019,11,CLE,5,PIT,23,0-0,0-0,0-0,0-1,0-1,0,0.0,0-2,-,3-3,3
Austin Seibert,3821683,401128088,2019,9,CLE,5,DEN,7,0-0,1-1,3-3,0-0,0-0,39,100.0,4-4,32,1-1,13
Austin Seibert,3821683,401128111,2019,6,CLE,5,SEA,26,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-3,2
Austin Seibert,3821683,401127919,2019,12,CLE,5,MIA,15,0-0,1-1,0-0,1-2,0-0,40,66.7,2-3,33,5-5,11
Austin Seibert,3821683,401127867,2019,14,CLE,5,CIN,4,0-0,0-0,1-1,0-0,1-1,53,100.0,2-2,42,3-3,9
Austin Seibert,3821683,401127978,2019,17,CLE,5,CIN,4,0-0,0-0,0-0,1-1,0-0,42,100.0,1-1,42,2-3,5
Austin Seibert,3821683,401127904,2019,16,CLE,5,BAL,33,0-0,0-0,0-0,1-1,0-0,47,100.0,1-1,47,0-1,3
Austin Seibert,3821683,401127939,2019,10,CLE,5,BUF,2,0-0,1-1,0-0,1-1,0-0,47,100.0,2-2,37,1-2,7
Austin Seibert,3821683,401127928,2019,1,CLE,5,TEN,10,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-2,1
Austin Seibert,3821683,401128125,2019,3,CLE,5,LAR,14,0-0,1-1,1-1,0-0,0-0,35,100.0,2-2,29,1-1,7
Austin Seibert,3821683,401127895,2019,8,CLE,5,NE,17,0-0,0-0,1-1,1-1,0-0,47,100.0,2-2,42,1-1,7
Austin Seibert,3821683,401128127,2019,2,CLE,5,NYJ,20,0-0,1-1,0-0,2-2,0-0,48,100.0,3-3,38,2-2,11
Austin Seibert,3821683,401128018,2019,4,CLE,5,BAL,33,0-0,1-1,0-0,1-1,0-0,43,100.0,2-2,34,4-4,10
Austin Seibert,3821683,401128107,2019,13,CLE,5,PIT,23,0-0,0-0,2-2,0-0,0-0,34,100.0,2-2,32,1-1,7
Caleb Shudak,4036146,401437865,2022,12,TEN,10,CIN,4,0-0,1-1,2-3,0-0,0-0,38,75.0,3-4,32,1-1,10
Sam Sloman,4038994,401220347,2020,1,LAR,14,DAL,6,0-0,0-1,2-2,0-0,0-0,35,66.7,2-3,33,2-2,8
Sam Sloman,4038994,401220269,2020,5,LAR,14,WSH,28,0-0,1-1,0-0,0-0,0-0,28,100.0,1-1,28,3-4,6
Sam Sloman,4038994,401220348,2020,4,LAR,14,NYG,19,0-0,0-0,1-1,0-0,0-0,32,100.0,1-1,32,2-2,5
Sam Sloman,4038994,401220180,2020,17,TEN,10,HOU,34,0-0,0-0,1-1,1-1,0-0,47,100.0,2-2,42,5-5,11
Sam Sloman,4038994,401220119,2020,3,LAR,14,BUF,2,0-0,0-0,1-1,0-0,0-1,30,50.0,1-2,30,3-3,6
Sam Sloman,4038994,401220261,2020,2,LAR,14,PHI,21,0-0,0-0,1-1,0-0,0-0,30,100.0,1-1,30,4-5,7
Sam Sloman,4038994,401220351,2020,7,LAR,14,CHI,3,0-0,1-1,0-0,0-1,0-0,22,50.0,1-2,22,3-3,6
Sam Sloman,4038994,401220353,2020,6,LAR,14,SF,25,0-0,0-0,0-0,1-1,0-0,42,100.0,1-1,42,1-2,4
Joey Slye,3124084,401437843,2022,10,WSH,28,PHI,21,0-0,0-0,1-1,1-1,2-2,58,100.0,4-4,47,2-2,14
Joey Slye,3124084,401437777,2022,6,WSH,28,CHI,3,0-0,1-1,1-1,0-1,0-0,38,67.0,2-3,33,0-0,6
Joey Slye,3124084,401437866,2022,12,WSH,28,ATL,1,0-0,0-0,1-1,1-1,0-0,45,100.0,2-2,38,1-2,7
Joey Slye,3124084,401437646,2022,1,WSH,28,JAX,30,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Joey Slye,3124084,401437751,2022,4,WSH,28,DAL,6,0-0,0-0,0-0,1-1,0-0,45,100.0,1-1,45,1-1,4
Joey Slye,3124084,401326310,2021,1,HOU,34,JAX,30,0-0,2-2,0-0,1-1,0-0,40,100.0,3-3,30,4-4,13
Joey Slye,3124084,401326434,2021,7,SF,25,IND,11,0-0,0-0,1-1,0-0,1-1,56,100.0,2-2,45,0-1,6
Joey Slye,3124084,401326578,2021,17,WSH,28,PHI,21,0-0,0-0,2-2,0-0,1-1,55,100.0,3-3,42,1-1,10
Joey Slye,3124084,401326567,2021,16,WSH,28,DAL,6,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Joey Slye,3124084,401326439,2021,8,SF,25,CHI,3,0-0,1-1,1-1,1-2,1-1,52,80.0,4-5,38,1-2,13
Joey Slye,3124084,401326406,2021,5,SF,25,ARI,22,0-0,0-0,0-0,1-1,0-0,47,100.0,1-1,47,1-1,4
Joey Slye,3124084,401326508,2021,12,WSH,28,SEA,26,0-0,1-1,0-0,0-0,0-0,23,100.0,1-1,23,0-1,3
Joey Slye,3124084,401326481,2021,11,WSH,28,CAR,29,0-0,1-1,1-1,0-0,0-0,36,100.0,2-2,32,3-3,9
Joey Slye,3124084,401326472,2021,10,WSH,28,TB,27,0-0,2-2,0-0,1-1,0-0,46,100.0,3-3,34,2-2,11
Joey Slye,3124084,401326130,2021,2,HOU,34,CLE,5,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,3-3,3
Joey Slye,3124084,401326594,2021,18,WSH,28,NYG,19,0-0,2-2,0-0,1-1,0-0,43,100.0,3-3,30,1-1,10
Joey Slye,3124084,401326363,2021,3,HOU,34,CAR,29,0-0,0-0,0-0,0-0,1-1,53,100.0,1-1,53,0-1,3
Joey Slye,3124084,401220224,2020,9,CAR,29,KC,12,0-0,0-0,0-0,1-1,0-2,47,33.3,1-3,47,4-4,7
Joey Slye,3124084,401220322,2020,7,CAR,29,NO,18,0-0,0-0,0-0,1-1,0-1,43,50.0,1-2,43,3-3,6
Joey Slye,3124084,401220314,2020,8,CAR,29,ATL,1,0-0,0-0,1-1,0-0,0-0,39,100.0,1-1,39,2-2,5
Joey Slye,3124084,401220302,2020,12,CAR,29,MIN,16,0-0,1-2,0-0,1-1,0-1,40,50.0,2-4,30,3-3,9
Joey Slye,3124084,401220368,2020,10,CAR,29,TB,27,0-0,0-0,0-0,1-1,0-0,46,100.0,1-1,46,2-2,5
Joey Slye,3124084,401220315,2020,17,CAR,29,NO,18,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-1,1
Joey Slye,3124084,401220318,2020,11,CAR,29,DET,8,0-0,0-0,1-1,0-0,1-1,56,100.0,2-2,46,2-2,8
Joey Slye,3124084,401220329,2020,2,CAR,29,TB,27,0-0,1-1,0-0,0-0,0-0,23,100.0,1-1,23,2-2,5
Joey Slye,3124084,401220317,2020,6,CAR,29,CHI,3,0-0,2-2,0-0,1-1,0-1,48,75.0,3-4,30,1-1,10
Joey Slye,3124084,401220306,2020,5,CAR,29,ATL,1,0-0,1-1,2-2,0-0,0-0,39,100.0,3-3,33,2-2,11
Joey Slye,3124084,401220370,2020,1,CAR,29,LV,13,0-0,0-0,1-1,2-2,0-0,47,100.0,3-3,41,1-2,10
Joey Slye,3124084,401220273,2020,16,CAR,29,WSH,28,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-3,2
Joey Slye,3124084,401220240,2020,3,CAR,29,LAC,24,0-0,3-3,2-2,0-0,0-0,31,100.0,5-5,27,0-1,15
Joey Slye,3124084,401220294,2020,15,CAR,29,GB,9,0-0,1-1,2-2,0-0,0-0,36,100.0,3-3,30,1-1,10
Joey Slye,3124084,401220320,2020,4,CAR,29,ARI,22,0-0,1-1,0-0,0-1,0-0,27,50.0,1-2,27,4-4,7
Joey Slye,3124084,401220319,2020,14,CAR,29,DEN,7,0-0,1-1,1-1,0-0,0-0,35,100.0,2-2,30,3-3,9
Joey Slye,3124084,401128050,2019,8,CAR,29,SF,25,0-0,0-0,0-0,1-1,0-0,41,100.0,1-1,41,0-0,3
Joey Slye,3124084,401128096,2019,6,CAR,29,TB,27,0-0,1-1,0-0,2-3,0-1,49,60.0,3-5,41,4-4,13
Joey Slye,3124084,401128032,2019,13,CAR,29,WSH,28,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Joey Slye,3124084,401128054,2019,2,CAR,29,TB,27,0-0,0-0,2-2,0-0,2-2,54,100.0,4-4,44,0-0,12
Joey Slye,3124084,401128078,2019,9,CAR,29,TEN,10,0-0,0-0,1-1,0-1,0-0,35,50.0,1-2,35,3-4,6
Joey Slye,3124084,401127922,2019,12,CAR,29,NO,18,0-0,0-1,0-0,1-1,1-1,52,66.7,2-3,46,1-3,7
Joey Slye,3124084,401127944,2019,10,CAR,29,GB,9,0-0,0-0,0-0,0-0,1-1,50,100.0,1-1,50,1-1,4
Joey Slye,3124084,401127923,2019,1,CAR,29,LAR,14,0-0,0-0,0-0,1-1,1-2,52,66.7,2-3,49,3-3,9
Joey Slye,3124084,401127869,2019,14,CAR,29,ATL,1,0-0,0-0,0-0,2-2,0-0,46,100.0,2-2,44,2-2,8
Joey Slye,3124084,401127906,2019,16,CAR,29,IND,11,0-0,1-1,0-0,0-0,1-1,50,100.0,2-2,38,0-0,6
Joey Slye,3124084,401128024,2019,15,CAR,29,SEA,26,0-0,0-0,0-0,0-0,1-1,52,100.0,1-1,52,3-3,6
Joey Slye,3124084,401128026,2019,4,CAR,29,HOU,34,0-0,1-1,0-0,1-1,1-1,55,100.0,3-3,43,1-1,10
Joey Slye,3124084,401128049,2019,11,CAR,29,ATL,1,0-0,0-0,1-1,0-0,0-0,31,100.0,1-1,31,0-0,3
Joey Slye,3124084,401127962,2019,3,CAR,29,ARI,22,0-0,0-0,1-1,0-0,0-0,36,100.0,1-1,36,5-5,8
Joey Slye,3124084,401127975,2019,17,CAR,29,NO,18,0-0,1-1,0-0,0-0,0-0,23,100.0,1-1,23,1-1,4
Joey Slye,3124084,401127932,2019,5,CAR,29,JAX,30,0-0,0-0,0-0,0-1,0-1,0,0.0,0-2,-,4-5,4
Ryan Succop,12731,401437887,2022,13,TB,27,NO,18,0-0,1-1,0-0,0-0,0-0,21,100.0,1-1,21,2-2,5
Ryan Succop,12731,401437861,2022,12,TB,27,CLE,5,0-0,0-0,0-0,1-1,0-0,42,100.0,1-1,42,2-2,5
Ryan Succop,12731,401437652,2022,2,TB,27,NO,18,0-0,0-0,0-0,2-2,0-0,47,100.0,2-2,47,2-2,8
Ryan Succop,12731,401437785,2022,6,TB,27,PIT,23,0-0,2-2,1-1,0-0,1-1,54,100.0,4-4,34,0-0,12
Ryan Succop,12731,401437897,2022,14,TB,27,SF,25,0-0,0-0,0-0,0-0,0-1,0,0.0,0-1,-,1-1,1
Ryan Succop,12731,401437644,2022,1,TB,27,DAL,6,0-0,1-1,1-2,2-2,0-0,47,80.0,4-5,40,1-1,13
Ryan Succop,12731,401437829,2022,9,TB,27,LAR,14,0-0,1-1,1-1,0-0,1-2,50,75.0,3-4,36,1-1,10
Ryan Succop,12731,401435638,2022,10,TB,27,SEA,26,0-0,0-0,0-0,0-0,0-1,0,0.0,0-1,-,3-3,3
Ryan Succop,12731,401437805,2022,8,TB,27,BAL,33,0-0,1-1,2-2,0-0,0-0,31,100.0,3-3,29,1-1,10
Ryan Succop,12731,401437607,2022,3,TB,27,GB,9,0-0,0-0,0-0,2-2,0-0,45,100.0,2-2,45,0-0,6
Ryan Succop,12731,401437770,2022,5,TB,27,ATL,1,0-0,1-1,0-0,1-1,0-0,44,100.0,2-2,32,1-1,7
Ryan Succop,12731,401437793,2022,7,TB,27,CAR,29,0-0,1-1,0-0,0-0,0-0,27,100.0,1-1,27,0-0,3
Ryan Succop,12731,401437470,2022,4,TB,27,KC,12,0-0,0-0,0-0,1-1,0-0,45,100.0,1-1,45,4-4,7
Ryan Succop,12731,401326630,2021,1,TB,27,PHI,21,0-0,0-0,1-1,0-0,0-0,34,100.0,1-1,34,4-4,7
Ryan Succop,12731,401326410,2021,6,TB,27,PHI,21,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,4-4,4
Ryan Succop,12731,401326322,2021,1,TB,27,DAL,6,0-0,0-0,1-1,0-0,0-0,36,100.0,1-1,36,4-4,7
Ryan Succop,12731,401326596,2021,18,TB,27,CAR,29,0-0,0-0,1-1,1-2,0-0,40,67.0,2-3,40,5-5,11
Ryan Succop,12731,401326576,2021,17,TB,27,NYJ,20,0-0,1-1,1-1,0-0,0-0,39,100.0,2-2,33,2-2,8
Ryan Succop,12731,401326510,2021,13,TB,27,ATL,1,0-0,0-0,1-1,0-0,0-0,31,100.0,1-1,31,3-4,6
Ryan Succop,12731,401326499,2021,12,TB,27,IND,11,0-0,1-1,0-0,0-0,0-0,25,100.0,1-1,25,5-5,8
Ryan Succop,12731,401326433,2021,7,TB,27,CHI,3,0-0,1-1,0-0,0-1,0-0,22,50.0,1-2,22,5-5,8
Ryan Succop,12731,401326634,2021,2,TB,27,LAR,14,0-0,0-0,1-1,1-2,0-0,45,67.0,2-3,38,3-3,9
Ryan Succop,12731,401326557,2021,16,TB,27,CAR,29,0-0,1-1,1-1,2-2,0-0,48,100.0,4-4,37,2-2,14
Ryan Succop,12731,401326534,2021,14,TB,27,BUF,2,0-0,2-2,0-0,0-0,0-0,24,100.0,2-2,24,3-3,9
Ryan Succop,12731,401326402,2021,5,TB,27,MIA,15,0-0,0-0,0-0,1-1,0-0,42,100.0,1-1,42,6-6,9
Ryan Succop,12731,401326358,2021,2,TB,27,ATL,1,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,6-7,6
Ryan Succop,12731,401326448,2021,8,TB,27,NO,18,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Ryan Succop,12731,401326393,2021,4,TB,27,NE,17,0-0,2-2,0-1,2-2,0-0,48,80.0,4-5,37,1-1,13
Ryan Succop,12731,401326472,2021,10,TB,27,WSH,28,0-0,1-1,1-1,0-0,0-0,31,100.0,2-2,28,1-2,7
Ryan Succop,12731,401326493,2021,11,TB,27,NYG,19,0-0,1-1,1-1,1-1,0-0,40,100.0,3-3,32,3-3,12
Ryan Succop,12731,401326551,2021,15,TB,27,NO,18,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,0-0,0
Ryan Succop,12731,401326375,2021,3,TB,27,LAR,14,0-0,1-1,0-0,0-0,0-1,26,50.0,1-2,26,3-3,6
Ryan Succop,12731,401220257,2020,8,TB,27,NYG,19,0-0,0-0,2-2,2-2,0-0,43,100.0,4-4,40,1-1,13
Ryan Succop,12731,401220334,2020,4,TB,27,LAC,24,0-0,1-1,0-0,0-1,0-0,26,50.0,1-2,26,5-5,8
Ryan Succop,12731,401220399,2020,2,TB,27,NO,18,0-0,1-1,2-2,0-0,0-0,37,100.0,3-3,33,3-3,12
Ryan Succop,12731,401220333,2020,12,TB,27,KC,12,0-0,1-1,0-0,0-0,0-0,26,100.0,1-1,26,3-3,6
Ryan Succop,12731,401220278,2020,5,TB,27,CHI,3,0-0,1-1,2-2,1-1,0-0,46,100.0,4-4,36,1-1,13
Ryan Succop,12731,401220402,2020,3,TB,27,GB,9,0-0,0-0,0-0,1-1,0-0,46,100.0,1-1,46,4-4,7
Ryan Succop,12731,401220369,2020,1,TB,27,NO,18,0-0,0-0,1-1,0-0,0-1,38,50.0,1-2,38,2-2,5
Ryan Succop,12731,401220335,2020,11,TB,27,LAR,14,0-0,0-0,1-1,0-0,0-0,38,100.0,1-1,38,3-3,6
Ryan Succop,12731,401220368,2020,10,TB,27,CAR,29,0-0,3-3,0-0,1-1,0-0,40,100.0,4-4,27,4-5,16
Ryan Succop,12731,401220403,2020,5,TB,27,KC,12,0-0,0-0,0-0,0-0,1-1,52,100.0,1-1,52,4-4,7
Ryan Succop,12731,401220216,2020,3,TB,27,DEN,7,0-0,0-0,1-1,1-1,0-0,43,100.0,2-2,39,2-3,8
Ryan Succop,12731,401220329,2020,2,TB,27,CAR,29,0-0,0-0,1-1,0-0,0-0,33,100.0,1-1,33,4-4,7
Ryan Succop,12731,401220328,2020,17,TB,27,ATL,1,0-0,2-2,1-1,0-0,0-0,38,100.0,3-3,31,5-5,14
Ryan Succop,12731,401220371,2020,1,TB,27,WSH,28,0-0,2-2,2-2,0-0,0-0,38,100.0,4-4,32,1-2,13
Ryan Succop,12731,401220286,2020,16,TB,27,DET,8,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,5-7,5
Ryan Succop,12731,401220330,2020,9,TB,27,NO,18,0-0,0-0,0-0,1-1,0-0,48,100.0,1-1,48,0-0,3
Ryan Succop,12731,401220332,2020,14,TB,27,MIN,16,1-1,0-0,0-0,1-1,0-0,48,100.0,2-2,34,2-3,8
Ryan Succop,12731,401220232,2020,7,TB,27,LV,13,0-0,1-1,0-0,0-0,0-0,29,100.0,1-1,29,6-6,9
Ryan Succop,12731,401220331,2020,6,TB,27,GB,9,0-0,0-0,0-0,0-0,1-1,50,100.0,1-1,50,5-5,8
Ryan Succop,12731,401220308,2020,15,TB,27,ATL,1,0-0,1-1,0-0,0-0,0-0,27,100.0,1-1,27,4-4,7
Ryan Succop,12731,401128000,2019,12,TEN,10,JAX,30,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,6-6,6
Ryan Succop,12731,401128078,2019,9,TEN,10,CAR,29,0-0,0-0,0-0,0-2,0-1,0,0.0,0-3,-,2-2,2
Ryan Succop,12731,401128068,2019,15,TEN,10,HOU,34,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,3-3,3
Ryan Succop,12731,401128058,2019,13,TEN,10,IND,11,0-0,0-0,1-1,0-0,0-0,31,100.0,1-1,31,4-4,7
Ryan Succop,12731,401127981,2019,10,TEN,10,KC,12,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-4,3
Ryan Succop,12731,401128005,2019,14,TEN,10,OAK,13,0-0,0-0,0-0,0-1,0-0,0,0.0,0-1,-,6-6,6
Ryan Succop,12731,401030842,2018,4,TEN,10,PHI,21,0-0,0-0,1-1,1-1,0-0,42,100.0,2-2,38,2-2,8
Ryan Succop,12731,401030755,2018,17,TEN,10,IND,11,0-0,0-0,1-1,0-0,0-0,38,100.0,1-1,38,2-2,5
Ryan Succop,12731,401030821,2018,10,TEN,10,NE,17,0-0,0-0,2-2,0-0,0-0,33,100.0,2-2,32,4-4,10
Ryan Succop,12731,401030862,2018,9,TEN,10,DAL,6,0-0,0-1,0-0,0-0,0-0,0,0.0,0-1,-,4-4,4
Ryan Succop,12731,400951584,2017,1,TEN,10,OAK,13,0-0,2-2,0-0,0-0,1-2,52,75.0,3-4,34,1-1,10
Ryan Succop,12731,400999178,2017,2,TEN,10,NE,17,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Ryan Succop,12731,400951662,2017,14,TEN,10,ARI,22,0-0,0-0,0-0,0-0,0-1,0,0.0,0-1,-,1-1,1
Ryan Succop,12731,400951761,2017,9,TEN,10,BAL,33,0-0,0-0,0-0,1-1,0-0,48,100.0,1-1,48,2-3,5
Ryan Succop,12731,400951785,2017,6,TEN,10,IND,11,0-0,1-1,1-1,3-3,0-0,48,100.0,5-5,38,3-3,18
Ryan Succop,12731,400951698,2017,11,TEN,10,PIT,23,0-0,0-0,0-0,1-2,0-0,44,50.0,1-2,44,2-2,5
Ryan Succop,12731,400951720,2017,4,TEN,10,HOU,34,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Ryan Succop,12731,400999175,2017,1,TEN,10,KC,12,0-0,0-0,0-0,1-1,0-0,49,100.0,1-1,49,1-1,4
Ryan Succop,12731,400951788,2017,17,TEN,10,JAX,30,0-0,1-1,2-2,0-0,0-0,39,100.0,3-3,34,0-1,9
Ryan Succop,12731,400951667,2017,16,TEN,10,LAR,14,0-0,2-2,1-1,0-1,0-0,37,75.0,3-4,30,2-2,11
Ryan Succop,12731,400951656,2017,10,TEN,10,CIN,4,0-0,0-0,0-0,1-2,0-0,44,50.0,1-2,44,3-3,6
Ryan Succop,12731,400951623,2017,3,TEN,10,SEA,26,0-0,1-1,2-2,1-1,0-0,47,100.0,4-4,36,3-3,15
Ryan Succop,12731,400951646,2017,5,TEN,10,MIA,15,0-0,0-0,0-0,1-1,0-0,45,100.0,1-1,45,1-1,4
Ryan Succop,12731,400951635,2017,2,TEN,10,JAX,30,0-0,1-1,0-0,2-2,0-0,41,100.0,3-3,36,4-4,13
Ryan Succop,12731,400951813,2017,15,TEN,10,SF,25,0-0,0-0,1-1,1-1,1-1,50,100.0,3-3,40,2-2,11
Ryan Succop,12731,400951728,2017,13,TEN,10,HOU,34,0-0,0-0,0-0,1-2,0-0,43,50.0,1-2,43,3-3,6
Ryan Succop,12731,400951591,2017,12,TEN,10,IND,11,0-0,1-1,0-0,1-1,0-0,45,100.0,2-2,37,2-2,8
Ryan Succop,12731,400951582,2017,7,TEN,10,CLE,5,0-0,1-1,0-0,3-3,0-1,47,80.0,4-5,40,0-0,12
Ryan Succop,12731,400874504,2016,14,TEN,10,DEN,7,0-0,0-0,0-0,1-1,1-1,53,100.0,2-2,47,1-1,7
Ryan Succop,12731,400874658,2016,4,TEN,10,HOU,34,0-0,1-1,0-0,1-1,0-0,48,100.0,2-2,37,2-2,8
Ryan Succop,12731,400874703,2016,6,TEN,10,CLE,5,0-0,0-0,0-0,0-0,0-1,0,0.0,0-1,-,4-4,4
Ryan Succop,12731,400874507,2016,12,TEN,10,CHI,3,1-1,0-0,1-1,0-0,0-0,31,100.0,2-2,25,3-3,9
Ryan Succop,12731,400874562,2016,3,TEN,10,OAK,13,0-0,0-0,1-1,0-0,0-0,34,100.0,1-1,34,1-1,4
Ryan Succop,12731,400874553,2016,8,TEN,10,JAX,30,0-0,1-1,2-2,0-0,0-0,33,100.0,3-3,29,3-4,12
Ryan Succop,12731,400874521,2016,16,TEN,10,JAX,30,0-0,0-0,0-0,1-1,0-0,42,100.0,1-1,42,2-2,5
Ryan Succop,12731,400874686,2016,15,TEN,10,KC,12,0-0,0-0,1-1,0-0,1-1,53,100.0,2-2,46,1-1,7
Ryan Succop,12731,400874488,2016,2,TEN,10,DET,8,0-0,0-0,0-0,1-1,0-1,46,50.0,1-2,46,1-1,4
Ryan Succop,12731,400874632,2016,17,TEN,10,HOU,34,0-0,0-0,1-1,0-0,0-0,35,100.0,1-1,35,3-3,6
Ryan Succop,12731,400874644,2016,11,TEN,10,IND,11,0-0,0-0,0-0,1-1,0-0,47,100.0,1-1,47,2-2,5
Ryan Succop,12731,400874524,2016,1,TEN,10,MIN,16,0-0,1-1,0-0,0-0,0-0,28,100.0,1-1,28,1-1,4
Ryan Succop,12731,400874492,2016,7,TEN,10,IND,11,0-0,0-0,0-0,2-2,0-0,48,100.0,2-2,46,2-2,8
Ryan Succop,12731,400874581,2016,5,TEN,10,MIA,15,0-0,0-0,0-0,1-1,0-0,40,100.0,1-1,40,3-4,6
Ryan Succop,12731,400874593,2016,9,TEN,10,SD,24,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,5-5,5
Ryan Succop,12731,400874572,2016,10,TEN,10,GB,9,0-0,1-1,0-0,0-0,1-1,51,100.0,2-2,37,5-5,11
Ryan Succop,12731,400791669,2015,2,TEN,10,CLE,5,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,2-2,2
Ryan Succop,12731,400791645,2015,17,TEN,10,IND,11,0-0,0-0,0-0,1-1,0-0,49,100.0,1-1,49,3-3,6
Ryan Succop,12731,400791502,2015,12,TEN,10,OAK,13,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,1-2,1
Ryan Succop,12731,400791722,2015,9,TEN,10,NO,18,0-0,1-1,0-0,0-0,1-2,51,66.7,2-3,40,2-2,8
Ryan Succop,12731,400791643,2015,13,TEN,10,JAX,30,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,6-6,6
Ryan Succop,12731,400791632,2015,11,TEN,10,JAX,30,0-0,0-0,0-0,2-2,0-1,49,66.7,2-3,48,1-1,7
Ryan Succop,12731,400791499,2015,10,TEN,10,CAR,29,0-0,0-0,0-0,1-1,0-0,45,100.0,1-1,45,1-1,4
Ryan Succop,12731,400791653,2015,8,TEN,10,HOU,34,0-0,0-0,1-1,1-1,0-0,44,100.0,2-2,40,0-0,6
Ryan Succop,12731,400791694,2015,15,TEN,10,NE,17,0-0,0-0,0-0,1-1,0-0,49,100.0,1-1,49,1-2,4
Ryan Succop,12731,400554409,2014,17,TEN,10,IND,11,0-0,0-0,1-1,0-0,0-0,31,100.0,1-1,31,1-1,4
Ryan Succop,12731,400554418,2014,15,TEN,10,NYJ,20,0-0,0-0,1-1,1-1,1-1,51,100.0,3-3,41,0-0,9
Ryan Succop,12731,400554316,2014,13,TEN,10,HOU,34,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,3-3,3
Ryan Succop,12731,400554206,2014,2,TEN,10,DAL,6,0-0,0-0,0-0,1-1,0-0,47,100.0,1-1,47,1-1,4
Ryan Succop,12731,400554204,2014,5,TEN,10,CLE,5,0-0,0-0,0-0,0-0,0-0,0,0.0,0-0,-,4-4,4
Ryan Succop,12731,400554237,2014,3,TEN,10,CIN,4,0-0,0-0,0-0,0-2,0-0,0,0.0,0-2,-,1-1,1
Ryan Succop,12731,400554238,2014,4,TEN,10,IND,11,0-0,0-0,1-1,0-0,0-0,36,100.0,1-1,36,2-2,5
